Name	Address	Town	State	Country	Phone	Website	Lat	Long	Rating	Type	File	Open	Review	
Kolnisches Stadtmuseum	Zeughausstraße 1-3, 50667 Köln, Germany	Cologne	Westphalia	De	+49 221 22122398	www.koelnisches-stadtmuseum.de	50.9412537	6.9504388	4	Museum	exhibition.png	Y	Not a bad museum. Explores the history of Cologne from the medieval period to the modern, though does sort of go backwards.	
Leibeighaus Skulpturensammlung	Schaumainkai 71, 60596 Frankfurt am Main, Germany	Frankfurt	Hesse	De	+49 69 605098200	www.liebieghaus.de	50.1019697	8.6717062	5	Museum	exhibition.png	Y	A museum dedicated to sculpture. Had an awesome Athens exhibition when I was there, but also a permanent exhibit. It isn't huge, but some gorgeous works of art there nonetheless. The gardens are also beautiful.	
Neapolis Buried	Piazza San Gaetano, 316, 80138 Napoli NA, Italy	Naples	Napoli	It	+39 081 211 0860	www.laneapolissotterrata.it	40.8507238	14.2576439	5	Museum	exhibition.png	Y	Discovered this completely by accident. Descend into the ancient Roman ruins of the city.	
Museum Ludwig	Heinrich-Böll-Platz, 50667 Köln, Germany	Cologne	Westphalia	De	+49 221 22126165	www.museum-ludwig.de	50.9407742	6.9601283	3	Museum	exhibition.png	Y	A modern art museum. Some cool art in here, and pretty extensive as well. However not that thrilling unless you like modern art.	
Maison de Jules Verne	2 Rue Charles Dubois, 80000 Amiens, France	Amiens	Piccardy	Fr	+33 3 22 45 45 75	www.amiens.fr	49.8878093	2.30173	5	Museum	exhibition.png	Y	Former home of the father of science fiction. Both a museum and a reconstruction of his old house. Unfortunately can't really see inside the study.	
Maison de Victor Hugo	6 Place des Vosges, 75004 Paris, France	Paris	IDF	Fr	+33 1 42 72 10 16	www.maisonsvictorhugo.paris.fr	48.8548355	2.3660723	4	Museum	exhibition.png	Y	Actually more of an apartment, and not that large either. Still, pretty lavish.	
Museum Mayer Van Den Berg	Lange Gasthuisstraat 19, 2000 Antwerpen, Belgium	Antwerp	Flanders	Belg	+32 3 338 81 88	www.museummayervandenbergh.be	51.2155416	4.4052587	5	Museum	exhibition.png	Y	Awesome museum displaying a private collection of art. The ticket to the cathedral also allows you in here as well.	
Musee de L’armee	129 Rue de Grenelle, 75007 Paris, France	Paris	IDF	Fr	+33 810 11 33 99	www.musee-armee.fr	48.8558714	2.3125064	4	Museum	exhibition.png	Y	Great museum of French military history from the Sun King to after WWII. Quite detailed, and interactive as well. Loved the videos of the famous battles.	
Musee de la Ville de Bruxelles	Grand Place, 1000 Bruxelles, Belgium	Brussells	Brussells	Belg	+32 2 279 43 50	www.brusselscitymuseum.brussels	50.8469534	4.3526337	5	Museum	exhibition.png	Y	Pretty Cool Museum. Explores the history of Brussels and also has lots of interesting artifacts, including a collection of costumes worn by manikin pis.	
Musee de Montmatre	12 Rue Cortot, 75018 Paris, France	Paris	IDF	Fr	+33 1 49 25 89 39	www.museedemontmartre.fr	48.8877355	2.3406209	5	Museum	exhibition.png	Y	A gorgeous museum that explores the artist community that used to be here during the late 19th and early 20th century. The garden where Renoir painted is out the back. Some fabulous art nuevo works as well.	
Musee de Beaux Arts	22 Rue Paul Doumer, 62000 Arras, France	Arras	Piccardy	Fr	+33 3 21 71 26 43	www.arras.fr	50.2920417	2.773553	4	Museum	exhibition.png	Y	A small museum, but an absolutely gorgeous one at that.	
Musee de Beaux Arts	Espl. Marcel Duchamp, 76000 Rouen, France	Rouen	Norm	Fr	+33 2 35 71 28 40	www.mbarouen.fr	49.4448191	1.0944702	5	Museum	exhibition.png	Y	Gorgeous museum with a huge selection of art. Lovely gardens out the front as well. There was an awesome impressionist exposition here when we were here as well.	
Musee de Picardie	48 Rue de la République, 80000 Amiens, France	Amiens	Piccardy	Fr	+33 3 22 97 14 00	www.amiens.fr	49.8905246	2.2952014	5	Museum	exhibition.png	Y	More than just an art gallery. Great museum. The basement has lots of ancient relics. Each of the rooms have a different style, and form, of art.	
Musée des impressionnismes Giverny	99 Rue Claude Monet, 27620 Giverny, France	Giverny	Norm	Fr	+33 2 32 51 94 65	www.mdig.fr	49.0763092	1.5312194	3	Museum	exhibition.png	Y	Okay, pretty small though. Good to visit if you are here for the Monet House.	
Musee d’Orsay	1 Rue de la Légion d'Honneur, 75007 Paris, France	Paris	IDF	Fr	+33 1 40 49 48 14	www.musee-orsay.fr	48.8598842	2.3264933	5	Museum	exhibition.png	Y	What more can I say? This place is nothing short of awesome.	
Musee du Louvre	Rue de Rivoli, 75001 Paris, France	Paris	IDF	Fr	+33 1 40 20 50 50	www.louvre.fr	48.8603667	2.3384057	5	Museum	exhibition.png	Y	This ... is ... huge. Four hours and still looking at stuff.	
Historial Jeanne d’Arc	7 Rue Saint-Romain, 76000 Rouen, France	Rouen	Norm	Fr	+33 2 35 52 48 00	www.historial-jeannedarc.fr	49.440324	1.0958965	5	Museum	exhibition.png	Y	Pretty cool. Sort of a museum but more of an interactive tour of the live of Jeanne d'arc. You do need to book ahead as the tours start every half hour.	
Musee Picasso	5 Rue de Thorigny, 75003 Paris, France	Paris	IDF	Fr	+33 1 85 56 00 36	www.museepicassoparis.fr	48.8598361	2.3622283	5	Museum	exhibition.png	Y	Quite a collection of Picasso works, many of them much lesser known. A must for any admirer.	
Musee Rodin	77 Rue de Varenne, 75007 Paris, France	Paris	IDF	Fr	+33 1 44 18 61 10	www.musee-rodin.fr	48.8552714	2.3157815	3	Museum	exhibition.png	Y	It was okay. You do have to pay extra if you want to look inside the house. The gardens are lovely, but there are better ones for free.	
Musee Royal des Beaux Arts	Rue de la Régence 3, 1000 Bruxelles, Belgium	Brussells	Brussells	Belg	+32 2 508 32 11	www.fine-arts-museum.be	50.8419319	4.3577958	4	Museum	exhibition.png	Y	Apparently this is one of a couple of Musee des Beux Arts, however it is pretty cool. Some great works. Also divided into multiple museums, and you have to pay separately for each, which was annoying.	
Musee Somme 1916	Rue Anicet Godin, 80300 Albert, France	Arras	Piccardy	Fr	+33 3 22 75 16 17	www.musee-somme-1916.eu	50.0038624	2.6482339	4	Museum	exhibition.png	Y	Great little museum in some tunnels under the town of Albert. There is even a bio of Tolkein at the end.	
Museum voor Schon Kunsten	Fernand Scribedreef 1, 9000 Gent, Belgium	Ghent	Flanders	Belg	+32 9 323 67 00	www.mskgent.be	51.0379525	3.7239116	4	Museum	exhibition.png	Y	Nice museum with a decent collection of arts, particularly Van Eck. Also had a cool display on how they restore artworks.	
National Gallery	Trafalgar Square, Charing Cross, London WC2N 5DN, UK	London	England	UK	+44 20 7747 2885	www.nationalgallery.org.uk	51.5088726	-0.1285209	4	Museum	exhibition.png	Y	After visiting a multitude of art galleries, this one didn't shine as much. Still, it is free, and there are some great works of art here.	
National Portrait Gallery	St. Martin's Pl, Charing Cross, London WC2H 0HE, UK	London	England	UK	+44 20 7306 0055	www.npg.org.uk	51.5094528	-0.1282388	2	Museum	exhibition.png	Y	Not one of my favourites. Just paintings of famous people.	
National Gallery of Singapore	1 St Andrew's Rd, Singapore 178957	Singapore	SG	SG	+65 6271 7000	www.nationalgallery.sg	1.2900542	103.8512255	5	Museum	exhibition.png	Y	Very, very impressive. Was free entry (at least on that day), and had a huge collection. Even had an impressionist exhibition as well, which was awesome.	
National Museum of Singapore	93 Stamford Rd, Singapore 178897	Bras Basah	SG	SG	+65 6332 3659	www.nationalmuseum.sg	1.2966837	103.8485192	3	Museum	exhibition.png	Y	Basically a museum that documents the history of Singapore from the earliest period, though the colonial period, and to the present day. Interesting diversion, but only for the die hard Singapore freaks.	
National Planetarium	53, Jalan Perdana, Tasik Perdana, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia	Perdana	Kuala Lumpar	My	+60 3-2273 4303	www.planetariumnegara.gov.my	3.1394575	101.6891544	3	Museum	exhibition.png	Y	Not really that crash hot. Only open during the day making observatory useless. Half of it was closed as well. Anti-grav room was cool though.	
Sir Reginal Ansett Transport Museum	Ballarat Rd &, Riley St, Hamilton VIC 3300	Hamilton	Vic	Aus	(03) 5571 2767	www.ansettmuseum.com.au	-37.7417727	142.0359911	4	Museum	exhibition.png	Y	Been a long time since Ansett was a thing, but this was where it all started.	
Vatican Museum	Viale Vaticano, 00165 Roma RM, Italy	Vatican	Roma	It	+39 06 6988 4676	www.museivaticani.va	41.9064852	12.4534886	5	Museum	exhibition.png	Y	Nothing short of awesome. The collection is impressive.	
Paulskirche	Paulsplatz 11, 60311 Frankfurt am Main, Germany	Frankfurt	Hesse	De	+49 69 21234920	www.frankfurt.de	50.1111657	8.680689	3	Museum	exhibition.png	Y	A church that has a steep political history. Free entry and interesting wandering around looking at the birth of German democracy.	
Wonambi Fossil Centre	Wonambi Rd, Joanna SA 5271	Naracoorte	SA	Aus	(08) 8762 2340	www.naracoortecaves.sa.gov.au	-37.0357404	140.7955619	4	Museum	exhibition.png	Y	Very interesting. Ticket also includes entrance to one of the caves. Displays of mega fauna that used to wander the area.	
Petits Palais	Avenue Winston Churchill, 75008 Paris, France	Paris	IDF	Fr	+33 1 53 43 40 00	www.petitpalais.paris.fr	48.8659643	2.3149456	5	Museum	exhibition.png	Y	Probably quite well known, but I never knew this place existed until recently. Some gorgeous works of art in here, though not as large as a the Louvre. Still worth visiting as it seems to be an overflow to an extent.	
Petit Trianon	Château de Versailles, 78000 Versailles, France	Versailles	IDF	Fr	+33 1 30 83 78 00	www.chateauversailles.fr	48.8156399	2.1095294	3	Museum	exhibition.png	Y	The smaller of the two Trianons. Was pretty crowded when I moved through here. The ticket to Versailles allows entry here as well.	
Naracoorte Art Gallery	91 Ormerod St, Naracoorte SA 5271	Naracoorte	SA	Aus	0478 609 868	www.naracoorteartgallery.com	-36.95422	140.7448594	4	Museum	exhibition.png	Y	Not particularly large, but quite pleasant with some nice works of art.	
Rembrandthuis, het	Jodenbreestraat 4, 1011 NK Amsterdam, Netherlands	Amsterdam	Holland	Nth	+31 20 520 0400	www.rembrandthuis.nl	52.3693377	4.9011978	5	Museum	exhibition.png	Y	Great way to explore where Rembrant lived for a while. Good collection of art, and even has a couple of demos. Great museum.	
Rijksmuseum	Museumstraat 1, 1071 XX Amsterdam, Netherlands	Amsterdam	Holland	Nth	+31 20 674 7000	www.rijksmuseum.nl	52.3600161	4.8851404	5	Museum	exhibition.png	Y	Huge, and impressive. Give yourself something like four to five hours, especially if you really want to appreciate the artwork here. One big problem is that it can be tricky getting from one gallery to one on the otherside (or even below).	
Roman Baths	Stall St, Bath BA1 1LZ, UK	Bath	England	UK	+44 1225 477785	www.romanbaths.co.uk	51.381043	-2.3597158	4	Museum	exhibition.png	Y	Not Bad. Ancient Roman Baths but also a museum. Don't try swimming in the water though.	
Roman-Germanic Museum	Roncalliplatz 4, 50667 Köln, Germany	Cologne	Westphalia	De	+49 221 22124438	www.museenkoeln.de	50.9406309	6.9587393	4	Museum	exhibition.png	Y	Packed full of ancient Roman artifacts from the region. Pretty impressive, especially if you love Ancient Rome.	
Rubens House, the	Wapper 9-11, 2000 Antwerpen, Belgium	Antwerp	Flanders	Belg	+32 3 201 15 55	www.rubenshuis.be	51.2170424	4.4092029	4	Museum	exhibition.png	Y	Another abode of one of Europe's great painters. Lot of paintings, not so much by Rubens. Also has a nice garden out the back.	
Schrin Kunsthalle	Römerberg, 60311 Frankfurt am Main, Germany	Frankfurt	Hesse	De	+49 69 2998820	www.schirn.de	50.1103154	8.6833615	4	Museum	exhibition.png	Y	Basically an art hall with no permanent exhibitions. Means that it was constantly change. Saw a comics exhibitions. Not too pricey, and will always be something new.	
Schnutgen	Cäcilienstraße 29-33, 50667 Köln, Germany	Cologne	Westphalia	De	+49 221 22131355	www.museum-schnuetgen.de	50.9346281	6.9506487	5	Museum	exhibition.png	Y	Great museum dedicated to religious art. Awesome collection.	
Augusta Raurica	Giebenacherstrasse, 4302 Augst, Switzerland	Basel	Basel	Swz	+41 61 552 22 22	www.augustaraurica.ch	47.5331762	7.7219321	3	Museum	exhibition.png	Y	Remains of an ancient Roman town. Interesting, especially with regards to it being on the fringes of the empire, but not that great.	
Sherlock Holmes Museum	221b Baker St, Marylebone, London NW1 6XE, UK	London	England	UK	+44 20 7224 3688	www.sherlock-holmes.co.uk	51.5237747	-0.1586125	4	Museum	exhibition.png	Y	Not the original house, due to Sherlock Holmes being a fictional character, but still quite entertaining. They wouldn't tell me where the cocaine was though.	
Stadtmuseum	Berger Allee 2, 40213 Düsseldorf, Germany	Dusseldorf	Westphalia	De	+49 211 8996170	www.duesseldorf.de	51.2220307	6.7698376	3	Museum	exhibition.png	Y	Got in for free, which was a bonus. Shame that you can't take photos inside though. Still pretty comprehensive.	
Stadel	Schaumainkai 63, 60596 Frankfurt am Main, Germany	Frankfurt	Hesse	De	+49 69 605098200	www.staedelmuseum.de	50.1031772	8.6739504	5	Museum	exhibition.png	Y	Awesome art gallery. Huge collection over three floors as well as temporary collections. Best place to start is at the top with the old masters.	
Arsenale della Biennale di Venezia	Campo de la Tana, 2169, 30122 Venezia VE, Italy	Venice	Veneto	It	+39 041 521 8711	www.labiennale.org	45.4333485	12.3539089	2	Museum	exhibition.png	Y	A little put off that this has become a modern art gallery. Wanted to see the old shipyards. Wasn't all that impressed.	
Tate Modern	Bankside, London SE1 9TG, UK	London	England	UK	+44 20 7887 8888	www.tate.org.uk	51.507536	-0.0995077	3	Museum	exhibition.png	Y	Not a big fan of modern art, though exhibition spaces quite good. Divided into themes, and some good works here as well. Not a favourite but worth a visit.	
Train World	Place Princesse Elisabeth 5, 1030 Bruxelles, Belgium	Brussells	Brussells	Belg	+32 2 224 74 98	www.trainworld.be	50.8779066	4.3791911	5	Museum	exhibition.png	Y	Awesome museum, especially if you love trains. Huge collection, and also in a converted railway station and old rail shed. Finding the entrance can be a little tricky though.	
Van Gogh Museum	Museumplein 6, 1071 DJ Amsterdam, Netherlands	Amsterdam	Holland	Nth	+31 20 570 5200	www.vangoghmuseum.nl	52.3584151	4.8809667	5	Museum	exhibition.png	Y	Name speaks for itself. Good for disabled people.	
Verzetsmuseum	Plantage Kerklaan 61, 1018 CX Amsterdam, Netherlands	Amsterdam	Holland	Nth	+31 20 620 2535	www.verzetsmuseum.org	52.3678445	4.9126573	5	Museum	exhibition.png	Y	Awesome museum that explores the war, and in particular the role that the Dutch resistance played.	
Wallraf-Richartz Museum	Obenmarspforten 40, 50667 Köln, Germany	Cologne	Westphalia	De	+49 221 22121119	www.wallraf.museum	50.937357	6.9584408	4	Museum	exhibition.png	Y	Not bad. Pretty decent selection of art work from old masters and medieval to the impressionists. Great number of religious works as well. Art is spread over three levels with each level being a different era.	
Museum Dunkerque Operation Dynamo	Courtines du Bastion, 32 Rue des Chantiers de France, 59140 Dunkerque, France	Dunkirk	Pas-de-Calais	Fr	+33 3 74 06 02 81	www.dynamo-dunkerque.com	51.046201	2.3810777	3	Museum	exhibition.png	Y	Not the most ordered of Museum, but interesting regarding the evacuation performed here during World War II.	
Willett Holthuysen Museum	Herengracht 605, 1017 CE Amsterdam, Netherlands	Amsterdam	Holland	Nth	+31 20 523 1822	www.willetholthuysen.nl	52.3656467	4.898952	4	Museum	exhibition.png	Y	A rich dude's house. Great to visit, but I wouldn't put it at the top of the list. Still, you do get to peek in to the way the wealthy of the past lived.	
Ballarat Art Gallery	40 Lydiard St N, Ballarat Central VIC 3350	Ballarat	Vic	Aus	(03) 5320 5858	www.artgalleryofballarat.com.au	-37.5605314	143.8582158	5	Museum	exhibition.png	Y	Much better, and better, than I expected. Great collection of artwork. Free as well.	
Horsham Regional Art Gallery	80 Wilson St, Horsham VIC 3400	Horsham	Vic	Aus	(03) 5382 9575	www.horshamtownhall.com.au	-36.7164563	142.1982722	4	Museum	exhibition.png	Y	Not bad at all. Quite nice, though not particularly large. To be expected though.	
